"loc","Abies alba","Abies sibirica","Acer campestre","Acer negundo","Acer platanoides","Acer pseudoplatanus","Achillea millefolium","Achillea nobilis","Aconitum lycoctonum","Actaea spicata","Adenophora liliifolia","Adonis vernalis","Adoxa moschatellina","Aegopodium podagraria","Agrimonia eupatoria","Agrostis canina","Agrostis capillaris","Agrostis gigantea","Agrostis stolonifera","Ajuga reptans","Alliaria petiolata","Alnus glutinosa","Alnus incana","Alopecurus pratensis","Anchusa arvensis","Anemone nemorosa","Anemone ranunculoides","Angelica sylvestris","Antennaria dioica","Anthoxanthum odoratum","Anthriscus sylvestris","Arctium lappa","Arctium tomentosum","Artemisia abrotanum","Artemisia absinthium","Artemisia vulgaris","Asarum europaeum","Asparagus officinalis","Asplenium trichomanes","Astragalus cicer","Astragalus danicus","Berteroa incana","Betula humilis","Betula pendula","Betula pubescens","Bidens cernua","Bidens radiata","Brachypodium pinnatum","Brachypodium sylvaticum","Bromus benekenii","Bromus inermis","Buglossoides purpurocaerulea","Bupleurum longifolium","Calamagrostis arundinacea","Calamagrostis canescens","Calamagrostis epigejos","Calamagrostis stricta","Calla palustris","Caltha palustris","Calystegia sepium","Campanula bononiensis","Campanula glomerata","Campanula latifolia","Campanula patula","Campanula persicifolia","Campanula rapunculoides","Campanula rotundifolia","Campanula trachelium","Caragana arborescens","Cardamine amara","Cardamine bulbifera","Carex acuta","Carex brunnescens","Carex digitata","Carex elongata","Carex ericetorum","Carex hirta","Carex montana","Carex muricata","Carex pediformis","Carex pilosa","Carex praecox","Carex pseudocyperus","Carex rostrata","Carex spicata","Carex sylvatica","Carex umbrosa","Carex vesicaria","Carex vulpina","Carlina vulgaris","Carpinus betulus","Carum carvi","Centaurea jacea","Centaurea phrygia","Centaurea scabiosa","Centaurium erythraea","Cerastium fontanum","Chaerophyllum temulum","Chelidonium majus","Chenopodium album","Chimaphila umbellata","Chrysosplenium alternifolium","Cichorium intybus","Cicuta virosa","Cirsium arvense","Cirsium helenioides","Cirsium oleraceum","Clematis recta","Clinopodium vulgare","Cnidium dubium","Comarum palustre","Consolida regalis","Convallaria majalis","Convolvulus arvensis","Cornus mas","Cornus sanguinea","Corydalis cava","Corylus avellana","Crataegus curvisepala","Crataegus laevigata","Crepis praemorsa","Crepis tectorum","Cruciata laevipes","Cypripedium calceolus","Cystopteris fragilis","Dactylis glomerata","Dactylorhiza incarnata","Daphne mezereum","Deschampsia cespitosa","Deschampsia flexuosa","Dianthus chinensis","Diphasiastrum complanatum","Dracocephalum ruyschiana","Dryopteris carthusiana","Dryopteris cristata","Dryopteris dilatata","Elymus caninus","Elymus repens","Epilobium angustifolium","Epilobium montanum","Epilobium roseum","Epipactis helleborine","Epipactis palustris","Equisetum arvense","Equisetum fluviatile","Equisetum hyemale","Equisetum pratense","Equisetum sylvaticum","Erica tetralix","Erigeron acer","Erigeron canadensis","Eriophorum angustifolium","Eriophorum latifolium","Erodium cicutarium","Euonymus europaeus","Euonymus verrucosus","Eupatorium cannabinum","Euphorbia cyparissias","Euphorbia esula","Fagus sylvatica","Fallopia convolvulus","Fallopia dumetorum","Festuca altissima","Festuca gigantea","Festuca ovina","Festuca pratensis","Festuca rubra","Festuca valesiaca","Filipendula ulmaria","Filipendula vulgaris","Fragaria moschata","Fragaria vesca","Fragaria viridis","Frangula alnus","Fraxinus excelsior","Gagea lutea","Galanthus nivalis","Galeopsis bifida","Galeopsis ladanum","Galeopsis pubescens","Galeopsis tetrahit","Galium aparine","Galium boreale","Galium mollugo","Galium odoratum","Galium palustre","Galium verum","Genista tinctoria","Geranium palustre","Geranium phaeum","Geranium pratense","Geranium robertianum","Geranium sanguineum","Geranium sylvaticum","Geum rivale","Geum urbanum","Glechoma hederacea","Glechoma hirsuta","Goodyera repens","Gypsophila paniculata","Hedera helix","Heracleum sphondylium","Hieracium umbellatum","Holcus mollis","Hordelymus europaeus","Humulus lupulus","Hypericum perforatum","Inula britannica","Inula helenium","Inula hirta","Inula salicina","Isopyrum thalictroides","Juncus effusus","Juniperus communis","Knautia arvensis","Koeleria pyramidata","Lactuca serriola","Lactuca tatarica","Lamium galeobdolon","Lamium maculatum","Lappula squarrosa","Lapsana communis","Laser trilobum","Lathyrus niger","Lathyrus pallescens","Lathyrus pratensis","Lathyrus sylvestris","Lathyrus tuberosus","Lathyrus vernus","Lavatera thuringiaca","Lemna minor","Leontodon hispidus","Leonurus quinquelobatus","Leucanthemum ircutianum","Ligustrum vulgare","Lilium martagon","Linaria vulgaris","Linnaea borealis","Lithospermum officinale","Lonicera periclymenum","Lonicera xylosteum","Luzula luzuloides","Luzula pallescens","Luzula pilosa","Lycopodium annotinum","Lycopodium clavatum","Lycopus europaeus","Lysimachia nummularia","Lysimachia thyrsiflora","Lysimachia vulgaris","Lythrum salicaria","Maianthemum bifolium","Malus domestica","Matricaria discoidea","Matteuccia struthiopteris","Medicago falcata","Medicago lupulina","Medicago sativa","Melampyrum nemorosum","Melampyrum pratense","Melica nutans","Melica uniflora","Melilotus officinalis","Mentha arvensis","Menyanthes trifoliata","Mercurialis perennis","Milium effusum","Moehringia trinervia","Molinia caerulea","Myosotis laxa","Neottianthe cucullata","Origanum vulgare","Orthilia secunda","Oxalis acetosella","Paris quadrifolia","Persicaria bistorta","Persicaria maculosa","Persicaria minor","Peucedanum palustre","Phalaris arundinacea","Phalaris canariensis","Phleum pratense","Phragmites australis","Picea abies","Picris hieracioides","Pilosella officinarum","Pimpinella saxifraga","Pinus sylvestris","Plantago lanceolata","Plantago major","Plantago media","Platanthera bifolia","Poa angustifolia","Poa annua","Poa nemoralis","Poa palustris","Poa pratensis","Poa trivialis","Polygonatum multiflorum","Polygonatum odoratum","Polygonum aviculare","Populus nigra","Populus tremula","Potentilla anserina","Potentilla argentea","Potentilla recta","Primula veris","Prunella vulgaris","Prunus avium","Prunus fruticosa","Prunus serotina","Prunus tenella","Pteridium aquilinum","Pulmonaria mollis","Pulmonaria obscura","Pulmonaria officinalis","Pyrola chlorantha","Pyrola media","Pyrola minor","Pyrola rotundifolia","Quercus cerris","Quercus petraea","Quercus robur","Ranunculus acris","Ranunculus auricomus","Ranunculus cassubicus","Ranunculus lanuginosus","Ranunculus polyanthemos","Ranunculus repens","Raphanus raphanistrum","Rhamnus cathartica","Ribes aureum","Ribes nigrum","Ribes rubrum","Rorippa palustris","Rosa canina","Rosa majalis","Rubus caesius","Rubus idaeus","Rubus saxatilis","Rumex acetosa","Rumex acetosella","Rumex aquaticus","Rumex confertus","Rumex crispus","Rumex obtusifolius","Rumex palustris","Rumex thyrsiflorus","Salix alba","Salix aurita","Salix caprea","Salix cinerea","Salix pentandra","Salix rosmarinifolia","Salvia glutinosa","Salvia verticillata","Sambucus nigra","Sambucus racemosa","Sanguisorba officinalis","Sanicula europaea","Schoenoplectus lacustris","Scirpus sylvaticus","Scrophularia nodosa","Scutellaria altissima","Scutellaria galericulata","Sedum maximum","Sedum telephium","Selinum carvifolia","Silene latifolia","Silene nutans","Silene tatarica","Silene viscaria","Solanum dulcamara","Solidago virgaurea","Sonchus oleraceus","Sorbus aucuparia","Stachys annua","Stachys officinalis","Stachys palustris","Stachys sylvatica","Stellaria aquatica","Stellaria graminea","Stellaria holostea","Stellaria media","Stellaria nemorum","Stellaria palustris","Succisa pratensis","Symphytum officinale","Tanacetum corymbosum","Tanacetum vulgare","Thalictrum flavum","Thalictrum minus","Thalictrum simplex","Tilia cordata","Tilia platyphyllos","Trifolium arvense","Trifolium hybridum","Trifolium medium","Trifolium montanum","Trifolium pratense","Trifolium repens","Trifolium spadiceum","Tripleurospermum inodorum","Trollius europaeus","Tussilago farfara","Ulmus glabra","Ulmus laevis","Urtica dioica","Vaccinium myrtillus","Vaccinium uliginosum","Valeriana officinalis","Veratrum lobelianum","Verbascum nigrum","Veronica austriaca","Veronica beccabunga","Veronica chamaedrys","Veronica longifolia","Veronica officinalis","Veronica paniculata","Veronica spicata","Viburnum lantana","Viburnum opulus","Vicia cassubica","Vicia cracca","Vicia hirsuta","Vicia pisiformis","Vicia sepium","Vicia sylvatica","Vicia tenuifolia","Vinca minor","Viola canina","Viola collina","Viola epipsila","Viola hirta","Viola mirabilis","Viola odorata","Viola reichenbachiana","Viola rupestris","Viola selkirkii","Viola tricolor"
1,0.00866878271652777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563470876574305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866878271652777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130031740747917,0,0,0,0.230035685044053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866878271652777,0,0,0,0,0.0563470876574305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866878271652777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115211156376605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563470876574305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563470876574305,0,0.0130031740747917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563470876574305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563470876574305,0,0,0,0,0,0,0,0,0.199642065961635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563470876574305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152137532329226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299710938688574,0.00507125107764085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152137532329226,0,0,0,0.0152137532329226,0,0.0760687661646128,0,0,0.0152137532329226,0,0,0,0,0,0,0,0,0,0.0152137532329226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299710938688574,0,0,0,0,0,0,0.0152137532329226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507125107764085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760687661646128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507125107764085,0.304275064658451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306303565089508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152137532329226,0,0,0,0,0,0,0,0,0,0,0,0.00507125107764085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152137532329226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201328667782342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0.00653429065047557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653429065047557,0.0326714532523778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980143597571335,0.00653429065047557,0,0.0490071798785667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129378954879416,0,0,0,0,0,0,0.00653429065047557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490071798785667,0,0.0161396979066747,0,0,0,0,0.00653429065047557,0,0,0.00980143597571335,0,0,0.120884377033798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653429065047557,0,0.00980143597571335,0,0,0,0,0,0,0,0,0,0,0,0,0.00980143597571335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653429065047557,0,0,0,0.00980143597571335,0,0.00653429065047557,0,0,0.00653429065047557,0.00653429065047557,0,0,0,0,0.00653429065047557,0,0,0,0,0,0,0,0,0,0,0,0.00980143597571335,0.0490071798785667,0,0,0,0.00653429065047557,0,0,0,0,0.00653429065047557,0,0,0,0,0,0.00980143597571335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653429065047557,0.0653429065047557,0,0,0,0.00980143597571335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653429065047557,0,0,0,0.00653429065047557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980143597571335,0,0,0,0,0.0653429065047557,0.15099961578371,0.101281505082371,0,0,0,0,0,0,0,0,0,0,0,0,0.00653429065047557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129378954879416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980143597571335,0.00653429065047557,0,0,0,0
4,0,0,0,0,0.0131648235913639,0,0,0,0.0131648235913639,0,0,0,0.0131648235913639,0.0658241179568194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0.0131648235913639,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0.0658241179568194,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0,0,0,0.0131648235913639,0,0,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0.539231174302264,0,0,0,0,0,0,0,0,0,0,0,0,0.0131648235913639,0.0131648235913639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0.0105263157894737,0,0,0,0,0,0,0,0.0105263157894737,0,0,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0.0105263157894737,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0.0105263157894737,0.0105263157894737,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0.421052631578947,0.0105263157894737,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0.0105263157894737,0,0.0105263157894737,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0.0105263157894737,0.0105263157894737,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0.0105263157894737,0.0105263157894737,0,0,0.0105263157894737,0.0105263157894737,0,0,0.0105263157894737,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0
